State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Florida,FL,12,2012,-1.04,349.98,165.59,124.19
Florida,FL,12,2013,7.44,376.01,177.91,133.43
Florida,FL,12,2014,10.41,415.17,196.43,147.32
Florida,FL,12,2015,8.91,452.15,213.93,160.44
Florida,FL,12,2016,9.23,493.9,233.69,175.26
Florida,FL,12,2017,8.42,535.49,253.36,190.02
Florida,FL,12,2018,8.07,578.71,273.81,205.35
Florida,FL,12,2019,5.45,610.26,288.74,216.55
Florida,FL,12,2020,4.97,640.57,303.08,227.3
Florida,FL,12,2021,15.5,739.87,350.06,262.54
Florida,FL,12,2022,24.05,917.78,434.24,325.67
Florida,FL,12,2023,9.13,1001.55,473.88,355.4
Georgia,GA,13,1975,.,100,45.7,32.1
Georgia,GA,13,1976,3.98,103.98,47.52,33.38
Georgia,GA,13,1977,3.1,107.2,48.99,34.41
Georgia,GA,13,1978,8.13,115.91,52.97,37.21
Georgia,GA,13,1979,9.89,127.37,58.2,40.89
Georgia,GA,13,1980,10.97,141.35,64.59,45.37
Georgia,GA,13,1981,8.33,153.12,69.97,49.15
Georgia,GA,13,1982,5.85,162.07,74.06,52.03
Georgia,GA,13,1983,2.86,166.7,76.18,53.51
Georgia,GA,13,1984,6.1,176.88,80.83,56.78
Georgia,GA,13,1985,4.86,185.48,84.76,59.54
Georgia,GA,13,1986,5.79,196.22,89.67,62.99
Georgia,GA,13,1987,4.55,205.14,93.74,65.85
Georgia,GA,13,1988,4.19,213.73,97.67,68.61
Georgia,GA,13,1989,2.13,218.29,99.75,70.07
Georgia,GA,13,1990,0.25,218.83,100,70.25
Georgia,GA,13,1991,0.49,219.9,100.49,70.59
Georgia,GA,13,1992,1.72,223.68,102.22,71.8
Georgia,GA,13,1993,1.84,227.81,104.1,73.13
Georgia,GA,13,1994,2.24,232.91,106.43,74.77
Georgia,GA,13,1995,3.84,241.85,110.52,77.64
Georgia,GA,13,1996,4,251.52,114.94,80.74
Georgia,GA,13,1997,4.44,262.7,120.04,84.33
Georgia,GA,13,1998,4.84,275.41,125.85,88.41
Georgia,GA,13,1999,5.56,290.73,132.85,93.33
Georgia,GA,13,2000,7.15,311.51,142.35,100
Georgia,GA,13,2001,6.11,330.55,151.05,106.11
Georgia,GA,13,2002,3.68,342.7,156.6,110.01
Georgia,GA,13,2003,2.08,349.84,159.87,112.3
Georgia,GA,13,2004,4.16,364.38,166.51,116.97
Georgia,GA,13,2005,5.46,384.27,175.6,123.35
Georgia,GA,13,2006,4.64,402.09,183.74,129.08
Georgia,GA,13,2007,2.41,411.8,188.18,132.19
Georgia,GA,13,2008,-1.98,403.67,184.46,129.58
Georgia,GA,13,2009,-4.96,383.63,175.31,123.15
Georgia,GA,13,2010,-8.31,351.73,160.73,112.91
Georgia,GA,13,2011,-7.52,325.3,148.65,104.42
Georgia,GA,13,2012,-5.06,308.85,141.14,99.14
Georgia,GA,13,2013,3.79,320.54,146.48,102.9
Georgia,GA,13,2014,7.77,345.46,157.87,110.9
Georgia,GA,13,2015,5.83,365.59,167.06,117.36
Georgia,GA,13,2016,6.11,387.94,177.28,124.53
Georgia,GA,13,2017,6.08,411.53,188.06,132.11
Georgia,GA,13,2018,7.53,442.5,202.21,142.05
Georgia,GA,13,2019,5.7,467.74,213.74,150.15
Georgia,GA,13,2020,4.03,486.57,222.35,156.2
Georgia,GA,13,2021,12.82,548.93,250.85,176.21
Georgia,GA,13,2022,20.55,661.71,302.38,212.42
Georgia,GA,13,2023,8.34,716.9,327.6,230.13
Hawaii,HI,15,1975,.,100,23.53,24.24
Hawaii,HI,15,1976,-0.09,99.91,23.51,24.22
Hawaii,HI,15,1977,7.54,107.44,25.28,26.05
Hawaii,HI,15,1978,13.36,121.79,28.66,29.53
Hawaii,HI,15,1979,26.9,154.55,36.37,37.47
Hawaii,HI,15,1980,21.27,187.43,44.11,45.44
Hawaii,HI,15,1981,-30.62,130.04,30.6,31.53
Hawaii,HI,15,1982,32.06,171.72,40.41,41.63
Hawaii,HI,15,1983,14.03,195.82,46.08,47.47
Hawaii,HI,15,1984,3.4,202.48,47.65,49.09
Hawaii,HI,15,1985,4.69,211.97,49.88,51.39
Hawaii,HI,15,1986,3.3,218.97,51.53,53.09
Hawaii,HI,15,1987,8.09,236.68,55.7,57.38
Hawaii,HI,15,1988,17.32,277.69,65.35,67.32
Hawaii,HI,15,1989,25.72,349.1,82.15,84.64
Hawaii,HI,15,1990,21.72,424.94,100,103.02
Hawaii,HI,15,1991,9.93,467.12,109.93,113.25
Hawaii,HI,15,1992,0.45,469.21,110.42,113.75
Hawaii,HI,15,1993,-0.37,467.47,110.01,113.33
Hawaii,HI,15,1994,-0.21,466.47,109.77,113.09
Hawaii,HI,15,1995,-1.84,457.86,107.75,111
Hawaii,HI,15,1996,-3.98,439.64,103.46,106.58
Hawaii,HI,15,1997,-7.9,404.92,95.29,98.17
Hawaii,HI,15,1998,-0.26,403.88,95.04,97.92
Hawaii,HI,15,1999,-0.9,400.26,94.19,97.04
Hawaii,HI,15,2000,3.05,412.48,97.07,100
Hawaii,HI,15,2001,7.52,443.48,104.36,107.52
Hawaii,HI,15,2002,6.75,473.42,111.41,114.77
Hawaii,HI,15,2003,9.35,517.68,121.82,125.5
Hawaii,HI,15,2004,20.87,625.7,147.24,151.69
Hawaii,HI,15,2005,26.56,791.88,186.35,191.98
Hawaii,HI,15,2006,14.69,908.23,213.73,220.19
Hawaii,HI,15,2007,1.74,924.04,217.45,224.02
Hawaii,HI,15,2008,-3.79,888.98,209.2,215.52
Hawaii,HI,15,2009,-10.45,796.08,187.34,193
Hawaii,HI,15,2010,-4.27,762.1,179.34,184.76
Hawaii,HI,15,2011,-1.82,748.24,176.08,181.4
Hawaii,HI,15,2012,0.7,753.47,177.31,182.67
Hawaii,HI,15,2013,4.44,786.89,185.18,190.77
Hawaii,HI,15,2014,7.83,848.47,199.67,205.7
Hawaii,HI,15,2015,5.45,894.68,210.54,216.9
Hawaii,HI,15,2016,6.49,952.78,224.21,230.99
Hawaii,HI,15,2017,3.63,987.39,232.36,239.38
Hawaii,HI,15,2018,4.57,1032.5,242.98,250.32
Hawaii,HI,15,2019,2.89,1062.29,249.99,257.54
Hawaii,HI,15,2020,-0.02,1062.08,249.94,257.49
Hawaii,HI,15,2021,8.01,1147.12,269.95,278.1
Hawaii,HI,15,2022,18.87,1363.54,320.88,330.57
Hawaii,HI,15,2023,7.44,1464.99,344.75,355.17
Idaho,ID,16,1975,.,100,50.71,32.89
Idaho,ID,16,1976,5.26,105.26,53.38,34.62
Idaho,ID,16,1977,12.65,118.57,60.13,39
Idaho,ID,16,1978,17.14,138.89,70.43,45.68
Idaho,ID,16,1979,8.91,151.26,76.71,49.75
Idaho,ID,16,1980,4.92,158.71,80.49,52.2
Idaho,ID,16,1981,1.96,161.82,82.06,53.22
Idaho,ID,16,1982,2.25,165.46,83.91,54.42
Idaho,ID,16,1983,2.26,169.19,85.8,55.65
Idaho,ID,16,1984,2.86,174.03,88.25,57.24
Idaho,ID,16,1985,1.42,176.5,89.51,58.05
Idaho,ID,16,1986,0.71,177.75,90.14,58.46
Idaho,ID,16,1987,-0.53,176.8,89.66,58.15
Idaho,ID,16,1988,-0.69,175.57,89.04,57.75
Idaho,ID,16,1989,4.62,183.68,93.15,60.41
Idaho,ID,16,1990,7.35,197.19,100,64.86
Idaho,ID,16,1991,5.64,208.31,105.64,68.52
Idaho,ID,16,1992,5.51,219.78,111.46,72.29
Idaho,ID,16,1993,8.57,238.62,121.01,78.49
Idaho,ID,16,1994,6.1,253.17,128.39,83.27
Idaho,ID,16,1995,6.71,270.15,137,88.86
Idaho,ID,16,1996,2.59,277.14,140.55,91.16
Idaho,ID,16,1997,2.72,284.69,144.37,93.64
Idaho,ID,16,1998,2.49,291.79,147.97,95.97
Idaho,ID,16,1999,1.96,297.51,150.88,97.86
Idaho,ID,16,2000,2.19,304.03,154.18,100
Idaho,ID,16,2001,4.38,317.36,160.94,104.38
Idaho,ID,16,2002,2.48,325.23,164.93,106.97
Idaho,ID,16,2003,2.52,333.44,169.1,109.67
Idaho,ID,16,2004,6.72,355.85,180.46,117.04
Idaho,ID,16,2005,15.75,411.91,208.89,135.48
Idaho,ID,16,2006,16.66,480.54,243.7,158.06
Idaho,ID,16,2007,5.44,506.67,256.95,166.65
Idaho,ID,16,2008,-2.14,495.81,251.44,163.08
Idaho,ID,16,2009,-7.48,458.72,232.63,150.88
Idaho,ID,16,2010,-10.6,410.11,207.98,134.89
Idaho,ID,16,2011,-8.71,374.4,189.87,123.14
Idaho,ID,16,2012,0.16,374.99,190.17,123.34
Idaho,ID,16,2013,5.19,394.46,200.04,129.74
Idaho,ID,16,2014,6.87,421.56,213.79,138.66
Idaho,ID,16,2015,5.75,445.82,226.09,146.64
Idaho,ID,16,2016,7.38,478.71,242.77,157.45
Idaho,ID,16,2017,9.32,523.31,265.38,172.12
Idaho,ID,16,2018,12.09,586.57,297.47,192.93
Idaho,ID,16,2019,11.14,651.89,330.59,214.42
Idaho,ID,16,2020,8.64,708.21,359.15,232.94
Idaho,ID,16,2021,22.72,869.09,440.74,285.85
Idaho,ID,16,2022,20.34,1045.9,530.41,344.01
Idaho,ID,16,2023,-0.51,1040.58,527.71,342.26
Illinois,IL,17,1975,.,100,38.25,27
Illinois,IL,17,1976,11.23,111.23,42.55,30.03
Illinois,IL,17,1977,17.39,130.58,49.95,35.26
Illinois,IL,17,1978,17.64,153.61,58.76,41.48
Illinois,IL,17,1979,2.44,157.35,60.19,42.49
Illinois,IL,17,1980,0.06,157.45,60.23,42.51
Illinois,IL,17,1981,4.54,164.6,62.96,44.45
Illinois,IL,17,1982,-12.2,144.51,55.28,39.02
Illinois,IL,17,1983,14.98,166.15,63.56,44.87
Illinois,IL,17,1984,5.57,175.4,67.09,47.36
Illinois,IL,17,1985,4.14,182.65,69.87,49.32
Illinois,IL,17,1986,6.23,194.03,74.22,52.39
Illinois,IL,17,1987,7.8,209.15,80.01,56.48
Illinois,IL,17,1988,10.61,231.34,88.49,62.47
Illinois,IL,17,1989,7.9,249.62,95.48,67.4
Illinois,IL,17,1990,4.73,261.42,100,70.59
Illinois,IL,17,1991,3.29,270.02,103.29,72.91
Illinois,IL,17,1992,2.52,276.82,105.89,74.75
Illinois,IL,17,1993,2.77,284.47,108.82,76.81
Illinois,IL,17,1994,3.59,294.69,112.72,79.57
Illinois,IL,17,1995,4.66,308.42,117.98,83.28
Illinois,IL,17,1996,2.96,317.54,121.47,85.75
Illinois,IL,17,1997,3.01,327.1,125.12,88.33
Illinois,IL,17,1998,2.19,334.27,127.86,90.26
Illinois,IL,17,1999,3.58,346.22,132.44,93.49
Illinois,IL,17,2000,6.97,370.33,141.66,100
Illinois,IL,17,2001,5.59,391.03,149.57,105.59
Illinois,IL,17,2002,4.95,410.39,156.98,110.81
Illinois,IL,17,2003,3.56,424.99,162.57,114.76
Illinois,IL,17,2004,7.67,457.57,175.03,123.56
Illinois,IL,17,2005,9.15,499.47,191.06,134.87
Illinois,IL,17,2006,5.76,528.21,202.05,142.63
Illinois,IL,17,2007,1.29,535.03,204.66,144.47
Illinois,IL,17,2008,-3,519,198.53,140.14
Illinois,IL,17,2009,-8.3,475.91,182.04,128.51
Illinois,IL,17,2010,-6.36,445.64,170.47,120.33
Illinois,IL,17,2011,-5.25,422.26,161.52,114.02
Illinois,IL,17,2012,-2.8,410.45,157,110.83
Illinois,IL,17,2013,0.19,411.21,157.3,111.04
Illinois,IL,17,2014,3.72,426.51,163.15,115.17
Illinois,IL,17,2015,2.98,439.23,168.01,118.6
Illinois,IL,17,2016,2.84,451.69,172.78,121.97
Illinois,IL,17,2017,2.59,463.39,177.26,125.13
Illinois,IL,17,2018,2.36,474.35,181.45,128.09
Illinois,IL,17,2019,2.59,486.62,186.14,131.4
Illinois,IL,17,2020,1.01,491.54,188.02,132.73
Illinois,IL,17,2021,7.71,529.42,202.51,142.96
Illinois,IL,17,2022,12.23,594.14,227.27,160.43
Illinois,IL,17,2023,7.01,635.79,243.2,171.68
Indiana,IN,18,1975,.,100,44.27,30.62
Indiana,IN,18,1976,5.47,105.47,46.69,32.3
Indiana,IN,18,1977,12.14,118.27,52.36,36.22
Indiana,IN,18,1978,16.64,137.95,61.07,42.24
Indiana,IN,18,1979,13.03,155.93,69.03,47.75
Indiana,IN,18,1980,4.74,163.32,72.3,50.01
Indiana,IN,18,1981,4.17,170.13,75.31,52.1
Indiana,IN,18,1982,-4.7,162.12,71.77,49.65
Indiana,IN,18,1983,6.36,172.43,76.34,52.8
Indiana,IN,18,1984,1.79,175.52,77.7,53.75
Indiana,IN,18,1985,3.45,181.57,80.38,55.6
Indiana,IN,18,1986,4.65,190.01,84.12,58.18
Indiana,IN,18,1987,4.2,197.98,87.65,60.63
Indiana,IN,18,1988,5.66,209.18,92.6,64.06
Indiana,IN,18,1989,4.67,218.96,96.93,67.05
Indiana,IN,18,1990,3.16,225.89,100,69.17
Indiana,IN,18,1991,3.49,233.78,103.49,71.59
Indiana,IN,18,1992,2.98,240.74,106.57,73.72
Indiana,IN,18,1993,3.21,248.47,110,76.09
Indiana,IN,18,1994,3.86,258.07,114.24,79.03
Indiana,IN,18,1995,5.47,272.17,120.49,83.35
Indiana,IN,18,1996,4.28,283.83,125.65,86.91
Indiana,IN,18,1997,4.14,295.59,130.85,90.51
Indiana,IN,18,1998,3.39,305.61,135.29,93.59
Indiana,IN,18,1999,2.97,314.7,139.31,96.37
Indiana,IN,18,2000,3.77,326.56,144.57,100
Indiana,IN,18,2001,4.23,340.36,150.68,104.23
Indiana,IN,18,2002,1.96,347.03,153.63,106.27
Indiana,IN,18,2003,1.34,351.69,155.69,107.69
Indiana,IN,18,2004,2.39,360.1,159.41,110.27
Indiana,IN,18,2005,3.53,372.81,165.04,114.16
Indiana,IN,18,2006,1.83,379.64,168.06,116.25
Indiana,IN,18,2007,1.11,383.87,169.94,117.55
Indiana,IN,18,2008,-0.63,381.45,168.86,116.81
Indiana,IN,18,2009,-2.2,373.05,165.14,114.23
Indiana,IN,18,2010,-2.47,363.84,161.07,111.42
Indiana,IN,18,2011,-1.86,357.08,158.08,109.34
Indiana,IN,18,2012,-0.57,355.06,157.18,108.73
Indiana,IN,18,2013,0.95,358.41,158.67,109.75
Indiana,IN,18,2014,2.4,367.03,162.48,112.39
Indiana,IN,18,2015,3.27,379.01,167.79,116.06
Indiana,IN,18,2016,3.51,392.31,173.67,120.13
Indiana,IN,18,2017,4.5,409.96,181.49,125.54
Indiana,IN,18,2018,6.71,437.46,193.66,133.96
Indiana,IN,18,2019,5.43,461.23,204.18,141.24
Indiana,IN,18,2020,3.99,479.61,212.32,146.87
Indiana,IN,18,2021,11.87,536.55,237.52,164.3
Indiana,IN,18,2022,15.28,618.54,273.82,189.41
Indiana,IN,18,2023,8.14,668.88,296.11,204.83
Iowa,IA,19,1975,.,100,53.1,34.02
Iowa,IA,19,1976,12.91,112.91,59.96,38.41
Iowa,IA,19,1977,12.02,126.47,67.16,43.03
Iowa,IA,19,1978,13.62,143.69,76.3,48.89
Iowa,IA,19,1979,10.44,158.69,84.27,53.99
Iowa,IA,19,1980,0.88,160.08,85,54.46
Iowa,IA,19,1981,-5.54,151.21,80.29,51.44
Iowa,IA,19,1982,-2.44,147.53,78.34,50.19
Iowa,IA,19,1983,7.86,159.12,84.5,54.13
Iowa,IA,19,1984,1.17,160.99,85.49,54.77
Iowa,IA,19,1985,1.74,163.79,86.98,55.72
Iowa,IA,19,1986,1.02,165.47,87.87,56.29
Iowa,IA,19,1987,0.78,166.76,88.55,56.73
Iowa,IA,19,1988,2,170.09,90.32,57.87
Iowa,IA,19,1989,5.66,179.73,95.44,61.14
Iowa,IA,19,1990,4.78,188.32,100,64.07
Iowa,IA,19,1991,4.24,196.29,104.24,66.78
Iowa,IA,19,1992,3.2,202.58,107.57,68.92
Iowa,IA,19,1993,4.92,212.55,112.86,72.31
Iowa,IA,19,1994,5.69,224.65,119.29,76.43
Iowa,IA,19,1995,6.56,239.39,127.12,81.44
Iowa,IA,19,1996,3.97,248.89,132.16,84.67
Iowa,IA,19,1997,3.96,258.74,137.4,88.03
Iowa,IA,19,1998,4.24,269.71,143.22,91.76
Iowa,IA,19,1999,3.89,280.2,148.79,95.33
Iowa,IA,19,2000,4.9,293.94,156.09,100
Iowa,IA,19,2001,4.66,307.63,163.36,104.66
Iowa,IA,19,2002,2.81,316.27,167.94,107.6
Iowa,IA,19,2003,2.3,323.53,171.8,110.07
Iowa,IA,19,2004,4.27,337.33,179.12,114.76
Iowa,IA,19,2005,4.78,353.46,187.69,120.25
Iowa,IA,19,2006,2.86,363.56,193.06,123.69
Iowa,IA,19,2007,1.81,370.12,196.54,125.92
Iowa,IA,19,2008,0.41,371.65,197.35,126.44
Iowa,IA,19,2009,-0.55,369.62,196.27,125.75
Iowa,IA,19,2010,-1.02,365.86,194.28,124.47
Iowa,IA,19,2011,-0.62,363.6,193.08,123.7
Iowa,IA,19,2012,0.46,365.28,193.97,124.27
Iowa,IA,19,2013,1.39,370.34,196.66,125.99
Iowa,IA,19,2014,2.34,379.01,201.26,128.94
Iowa,IA,19,2015,2.67,389.13,206.64,132.39
Iowa,IA,19,2016,3.41,402.42,213.69,136.91
Iowa,IA,19,2017,3.83,417.85,221.89,142.16
Iowa,IA,19,2018,3.75,433.54,230.22,147.49
Iowa,IA,19,2019,3.1,446.98,237.35,152.07
Iowa,IA,19,2020,1.68,454.48,241.34,154.62
Iowa,IA,19,2021,8,490.86,260.65,166.99
Iowa,IA,19,2022,12.73,553.32,293.82,188.25
Iowa,IA,19,2023,6.99,592.01,314.37,201.41
Kansas,KS,20,1975,.,100,53.37,35.86
Kansas,KS,20,1976,7.83,107.83,57.54,38.66
Kansas,KS,20,1977,12.2,120.99,64.57,43.38
Kansas,KS,20,1978,12.26,135.82,72.48,48.7
Kansas,KS,20,1979,10.2,149.68,79.88,53.67
Kansas,KS,20,1980,7.23,160.5,85.65,57.55
Kansas,KS,20,1981,1.93,163.6,87.31,58.66
Kansas,KS,20,1982,1.89,166.69,88.96,59.77
Kansas,KS,20,1983,2.72,171.23,91.38,61.4
Kansas,KS,20,1984,0.63,172.3,91.95,61.78
Kansas,KS,20,1985,0.4,173,92.32,62.03
Kansas,KS,20,1986,3.55,179.14,95.6,64.23
Kansas,KS,20,1987,1.96,182.65,97.47,65.49
Kansas,KS,20,1988,0.94,184.36,98.39,66.11
Kansas,KS,20,1989,1.62,187.35,99.98,67.18
Kansas,KS,20,1990,0.02,187.39,100,67.19
Kansas,KS,20,1991,0.96,189.19,100.96,67.84
Kansas,KS,20,1992,1.89,192.77,102.87,69.12
Kansas,KS,20,1993,2.65,197.88,105.6,70.95
Kansas,KS,20,1994,5.49,208.74,111.39,74.85
Kansas,KS,20,1995,6.53,222.36,118.66,79.73
Kansas,KS,20,1996,3.95,231.15,123.36,82.88
Kansas,KS,20,1997,4.39,241.3,128.77,86.52
Kansas,KS,20,1998,4.08,251.16,134.03,90.06
Kansas,KS,20,1999,4.83,263.28,140.5,94.4
Kansas,KS,20,2000,5.93,278.89,148.83,100
Kansas,KS,20,2001,4.81,292.3,155.99,104.81
Kansas,KS,20,2002,3.46,302.42,161.39,108.44
Kansas,KS,20,2003,1.95,308.32,164.54,110.55
Kansas,KS,20,2004,3.95,320.51,171.04,114.92
Kansas,KS,20,2005,4.48,334.87,178.71,120.07
Kansas,KS,20,2006,3.36,346.12,184.71,124.11
Kansas,KS,20,2007,2.21,353.78,188.8,126.85
Kansas,KS,20,2008,-0.3,352.72,188.23,126.47
Kansas,KS,20,2009,-1.15,348.67,186.07,125.02
Kansas,KS,20,2010,-1.19,344.52,183.85,123.53
Kansas,KS,20,2011,-1.72,338.61,180.7,121.41
Kansas,KS,20,2012,-0.5,336.92,179.8,120.81
Kansas,KS,20,2013,0.91,339.97,181.43,121.9
Kansas,KS,20,2014,2.84,349.62,186.57,125.36
Kansas,KS,20,2015,3.04,360.25,192.25,129.17
Kansas,KS,20,2016,4.02,374.74,199.98,134.37
Kansas,KS,20,2017,4.43,391.33,208.84,140.32
Kansas,KS,20,2018,4.94,410.67,219.16,147.25
Kansas,KS,20,2019,3.96,426.92,227.83,153.08
Kansas,KS,20,2020,3.89,443.51,236.68,159.03
Kansas,KS,20,2021,10.46,489.9,261.44,175.66
Kansas,KS,20,2022,14.06,558.76,298.18,200.35
Kansas,KS,20,2023,7.45,600.41,320.41,215.28
Kentucky,KY,21,1975,.,100,45.9,30.76
Kentucky,KY,21,1976,4.01,104.01,47.74,31.99
Kentucky,KY,21,1977,8.53,112.88,51.81,34.72
Kentucky,KY,21,1978,15.58,130.46,59.89,40.13
Kentucky,KY,21,1979,12.9,147.28,67.61,45.31
Kentucky,KY,21,1980,4.83,154.4,70.88,47.49
Kentucky,KY,21,1981,3.12,159.22,73.09,48.98
Kentucky,KY,21,1982,1.93,162.29,74.5,49.92
Kentucky,KY,21,1983,3.05,167.23,76.77,51.44
Kentucky,KY,21,1984,1.72,170.11,78.09,52.33
Kentucky,KY,21,1985,3.05,175.31,80.47,53.93
Kentucky,KY,21,1986,4.22,182.71,83.87,56.2
Kentucky,KY,21,1987,4.18,190.36,87.38,58.56
Kentucky,KY,21,1988,6.14,202.04,92.75,62.15
Kentucky,KY,21,1989,4.94,212.03,97.33,65.22
Kentucky,KY,21,1990,2.74,217.84,100,67.01
Kentucky,KY,21,1991,2.74,223.82,102.74,68.85
Kentucky,KY,21,1992,2.71,229.88,105.53,70.71
Kentucky,KY,21,1993,3.16,237.14,108.86,72.95
Kentucky,KY,21,1994,5.28,249.66,114.61,76.8
Kentucky,KY,21,1995,6.16,265.05,121.67,81.53
Kentucky,KY,21,1996,3.88,275.32,126.38,84.69
Kentucky,KY,21,1997,4.35,287.31,131.89,88.38
Kentucky,KY,21,1998,3.53,297.46,136.55,91.5
Kentucky,KY,21,1999,4.03,309.45,142.05,95.19
Kentucky,KY,21,2000,5.05,325.09,149.23,100
Kentucky,KY,21,2001,4.16,338.61,155.43,104.16
Kentucky,KY,21,2002,2.59,347.36,159.45,106.85
Kentucky,KY,21,2003,2.39,355.68,163.27,109.41
Kentucky,KY,21,2004,4.29,370.94,170.28,114.1
Kentucky,KY,21,2005,5.17,390.11,179.08,120
Kentucky,KY,21,2006,3.29,402.96,184.98,123.95
Kentucky,KY,21,2007,2.04,411.17,188.75,126.48
Kentucky,KY,21,2008,0.5,413.24,189.7,127.12
Kentucky,KY,21,2009,-1.55,406.86,186.76,125.15
Kentucky,KY,21,2010,-1.37,401.29,184.21,123.44
Kentucky,KY,21,2011,-1.52,395.21,181.42,121.57
Kentucky,KY,21,2012,-0.09,394.85,181.25,121.46
Kentucky,KY,21,2013,0.58,397.14,182.3,122.16
Kentucky,KY,21,2014,1.66,403.73,185.33,124.19
Kentucky,KY,21,2015,3.02,415.94,190.93,127.94
Kentucky,KY,21,2016,3.78,431.64,198.14,132.77
Kentucky,KY,21,2017,4.81,452.42,207.68,139.17
Kentucky,KY,21,2018,4.42,472.43,216.87,145.32
Kentucky,KY,21,2019,4.12,491.89,225.8,151.31
Kentucky,KY,21,2020,3.63,509.75,234,156.8
Kentucky,KY,21,2021,10.19,561.68,257.83,172.78
Kentucky,KY,21,2022,14.21,641.51,294.48,197.33
Kentucky,KY,21,2023,8.28,694.62,318.86,213.67
Louisiana,LA,22,1975,.,100,52.01,34.02
Louisiana,LA,22,1976,9.57,109.57,56.98,37.27
Louisiana,LA,22,1977,10.19,120.73,62.79,41.07
Louisiana,LA,22,1978,18.16,142.66,74.2,48.53
Louisiana,LA,22,1979,22.29,174.46,90.73,59.35
Louisiana,LA,22,1980,8.68,189.6,98.61,64.5
Louisiana,LA,22,1981,10.79,210.06,109.25,71.46
Louisiana,LA,22,1982,3.24,216.86,112.78,73.77
Louisiana,LA,22,1983,0.91,218.82,113.81,74.44
Louisiana,LA,22,1984,0.34,219.57,114.2,74.69
Louisiana,LA,22,1985,-3.22,212.51,110.52,72.29
Louisiana,LA,22,1986,-1.14,210.08,109.26,71.46
Louisiana,LA,22,1987,-3.99,201.7,104.9,68.61
Louisiana,LA,22,1988,-6.61,188.38,97.97,64.08
Louisiana,LA,22,1989,0.62,189.54,98.58,64.48
Louisiana,LA,22,1990,1.44,192.28,100,65.41
Louisiana,LA,22,1991,2.6,197.27,102.6,67.11
Louisiana,LA,22,1992,4.16,205.47,106.86,69.9
Louisiana,LA,22,1993,4.39,214.49,111.55,72.96
Louisiana,LA,22,1994,5.83,226.99,118.05,77.22
Louisiana,LA,22,1995,5.12,238.61,124.1,81.17
Louisiana,LA,22,1996,4.53,249.41,129.71,84.84
Louisiana,LA,22,1997,4.6,260.87,135.67,88.74
Louisiana,LA,22,1998,4.22,271.87,141.39,92.48
Louisiana,LA,22,1999,3.82,282.25,146.79,96.01
Louisiana,LA,22,2000,4.15,293.98,152.89,100
Louisiana,LA,22,2001,4.54,307.31,159.82,104.54
Louisiana,LA,22,2002,3.24,317.26,165,107.92
Louisiana,LA,22,2003,3.39,328.02,170.6,111.58
Louisiana,LA,22,2004,5.19,345.05,179.45,117.37
Louisiana,LA,22,2005,6.57,367.73,191.25,125.09
Louisiana,LA,22,2006,11.13,408.66,212.54,139.01
Louisiana,LA,22,2007,4.68,427.77,222.47,145.51
Louisiana,LA,22,2008,0.18,428.53,222.87,145.77
Louisiana,LA,22,2009,-1.39,422.59,219.78,143.75
Louisiana,LA,22,2010,-1.59,415.88,216.29,141.47
Louisiana,LA,22,2011,-1.26,410.66,213.57,139.69
Louisiana,LA,22,2012,0.53,412.84,214.71,140.43
Louisiana,LA,22,2013,1.26,418.05,217.42,142.2
Louisiana,LA,22,2014,2.64,429.1,223.16,145.96
Louisiana,LA,22,2015,3.17,442.7,230.24,150.59
Louisiana,LA,22,2016,3.24,457.04,237.7,155.47
Louisiana,LA,22,2017,2.46,468.27,243.54,159.29
Louisiana,LA,22,2018,2.1,478.12,248.66,162.64
Louisiana,LA,22,2019,2.25,488.88,254.26,166.3
Louisiana,LA,22,2020,2.16,499.46,259.76,169.9
Louisiana,LA,22,2021,5.76,528.23,274.72,179.69
Louisiana,LA,22,2022,10.59,584.15,303.8,198.71
Louisiana,LA,22,2023,1.67,593.89,308.87,202.02
Maine,ME,23,1975,.,100,29.95,25.37
Maine,ME,23,1976,1.29,101.29,30.33,25.7
