CARGO_THEFT_RECORD_TYPE,ORI,AGENCY_NAME,INCIDENT_NUMBER,INCIDENT_DATE,DATA_SOURCE,REPORT_DATE_INDICATOR,INCIDENT_HOUR,CLEARED_EXCEPTIONALLY_INDICATOR,UCR_OFFENSE_CODE_1,LOCATION_CODE_1,UCR_OFFENSE_CODE_2,LOCATION_CODE_2,UCR_OFFENSE_CODE_3,LOCATION_CODE_3,UCR_OFFENSE_CODE_4,LOCATION_CODE_4,UCR_OFFENSE_CODE_5,LOCATION_CODE_5,UCR_OFFENSE_CODE_6,LOCATION_CODE_6,UCR_OFFENSE_CODE_7,LOCATION_CODE_7,UCR_OFFENSE_CODE_8,LOCATION_CODE_8,UCR_OFFENSE_CODE_9,LOCATION_CODE_9,UCR_OFFENSE_CODE_10,LOCATION_CODE_10,WEAPON_TYPE_1,WEAPON_AUTOMATIC_INDICATOR_1,VICTIM_TYPE_1,STOLEN_PROPERTY_DESCRIPTION_1
IR,AK0010300,JUNEAU,Z82XWIOKL6ZS,20221209,N,,11.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AK0010900,SITKA,CT0BRFBM728N,20220927,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AK0010900,SITKA,CT0BRFZC728N,20220913,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AK0010900,SITKA,CT0BROQL728N,20220427,N,,20.0,,23F,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,AK0010900,SITKA,CT0BRY3-728N,20220810,N,,0.0,,23F,42.0,,,,,,,,,,,,,,,,,,,,,,
IR,AKAST0100,ALASKA STATE TROOPERS,IH20RVK-7G I,20221109,N,,21.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010000,JEFFERSON,2W2JPU7Z7G2W,20220413,N,,15.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010000,JEFFERSON,2W2JPU7Z876R,20220314,N,,12.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010000,JEFFERSON,82C2GBB9KCC3,20220601,N,,13.0,,23H,20.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,AL0010000,JEFFERSON,-O3 6QNFVSOU,20220807,N,,4.0,,23F,20.0,240,20.0,280,13.0,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,010EYQCSGUT9,20220311,N,,23.0,,23H,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,0D0-EDPGC9QQ,20220804,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,0Z8ETQ2NEDGN,20220504,N,,7.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,-1F7M8WAU-PL,20220811,N,,12.0,,23H,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,23B8HKA3LV22,20220214,N,,15.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,2P9BTH8CBD1N,20220227,N,,1.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,3NANK9JIH7U1,20220305,N,,2.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,41614K7LICMN,20220221,N,,8.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,4R0M0B8FZYJ9,20220823,N,,22.0,,23H,14.0,13B,14.0,,,,,,,,,,,,,,,,,40.0,,,
IR,AL0010100,BESSEMER,5BD17KUQD2HG,20220214,N,,4.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,7CCBRH9 TD7G,20220420,N,,18.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,98EQA--UL2J4,20220507,N,,0.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,9 9HT6NYCHQI,20221004,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,-9EY2WVJURRL,20220418,N,,12.0,,23H,9.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,A98EH5T9193A,20221010,N,,22.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,AN66D-JTYOGF,20221201,N,,16.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,CMD37NAIMF3L,20220629,N,,18.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,DVB1RDM-KHHI,20220417,N,,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,EN4H4UOQI23O,20220512,N,,9.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,G5KOLLL0R5J,20220219,N,,20.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,I16BX 1L66G,20220605,N,,14.0,,23H,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,LGA7XZUBV2O6,20220806,N,,12.0,,23H,38.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,P6W4K1N8XGZ,20220523,N,,10.0,,23F,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,QTAACGEG-4XO,20221116,N,,17.0,,23H,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,R949TXW0WMS7,20220424,N,,19.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,-RBLAI1J4BRF,20220712,N,,20.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,SO27A3 NPHPU,20220829,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,-U62WO 4UBVS,20220308,N,,12.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,US6WA-5OZ1J6,20220118,N,,15.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,VM3TEAVZ7UP,20220629,N,,18.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,WDE-SRTGFF1G,20220707,N,,18.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,WN13TUPF4XGU,20220404,N,,19.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,X6846XMEYFSZ,20220624,N,,6.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,X976 D8HC9K8,20220722,N,,8.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,-XDQGEYCQNWA,20220825,N,,12.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010100,BESSEMER,ZY6Q-BRB6NJE,20221029,N,,4.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010200,BIRMINGHAM,0-1HT67YEJ,20221212,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010200,BIRMINGHAM,2W2JPU7Z8C2X,20220205,N,,15.0,,23H,13.0,09A,13.0,,,,,,,,,,,,,,,,,12.0,A,,
IR,AL0010300,MOUNTAIN BROOK,2W2JPU72J4TX,20220325,N,,3.0,,23F,13.0,35A,13.0,520,13.0,,,,,,,,,,,,,,,99.0,,,
IR,AL0010500,GARDENDALE,5Q5F31IF3R P,20220214,N,,20.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010500,GARDENDALE,84BMX XYKO0A,20220214,N,,20.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010500,GARDENDALE,O37XM0WJ3K27,20220906,N,,12.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010500,GARDENDALE,Z928O3IDHYL,20220302,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,1NBH5BRHZN7Q,20220923,N,,5.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,32CG0YS8ZD29,20221014,N,,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,9-215W0E-L0X,20221213,N,,16.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,9U0M4W4PXKSA,20221008,N,,6.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,P21M0EAWZN3G,20221128,N,,16.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010800,TARRANT,QO816QR1YTQ1,20220711,N,,19.0,,23H,17.0,26B,25.0,,,,,,,,,,,,,,,,,,,,
IR,AL0010900,VESTAVIA HILLS,094SLUKZIL5D,20221128,N,,12.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010900,VESTAVIA HILLS,1A00Q5HC-D18,20220329,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010900,VESTAVIA HILLS,5VDJTVIZB2PS,20220712,N,,12.0,,23H,20.0,26B,2.0,,,,,,,,,,,,,,,,,,,,
IR,AL0010900,VESTAVIA HILLS,GJ5K81A2 QJ5,20221227,N,,10.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0010900,VESTAVIA HILLS,SLEH1YY5S7TT,20220728,N,,15.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,5F1F6XG4JLO8,20220912,N,,14.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,DH7C5R8L7MRV,20220209,N,,23.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,DSA2JSAHHN79,20220128,N,,21.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,FO7U2R 5H5DZ,20221022,N,,17.0,,23H,12.0,26B,12.0,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,ILC2GS7-XU-2,20221202,N,,16.0,,23H,50.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,ON777XI5PXKI,20220816,N,,15.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,RP2E X1FP2GN,20220320,N,,5.0,,23H,14.0,13B,18.0,,,,,,,,,,,,,,,,,40.0,,,
IR,AL0011200,HOOVER,RVDRTOZS5HOZ,20221206,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,SEB5GSRUOC C,20220430,N,,11.0,,23F,18.0,23H,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0011200,HOOVER,YG8R-28-16TV,20221228,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011300,IRONDALE,0W0H4K7V9NJN,20220613,N,,12.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011300,IRONDALE,280J IOPL6SF,20220107,N,,15.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011300,IRONDALE,3YBDVV45OC-D,20221105,N,,18.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011300,IRONDALE,FSA7D38GWT-Z,20221102,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011300,IRONDALE,QO27YG1OMQ 6,20221222,N,,18.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011900,HUEYTOWN,0W0J4UH59NJD,20220301,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011900,HUEYTOWN,5H0KO2IPJRZY,20220407,N,,19.0,Y,23H,50.0,240,50.0,,,,,,,,,,,,,,,,,,,,
IR,AL0011900,HUEYTOWN,6X0TDB- Z9PX,20220427,N,,6.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011900,HUEYTOWN,IDZBCFGV33X,20221203,N,,8.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0011900,HUEYTOWN,TMBE9MZ-EMPU,20221130,N,,6.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020000,MOBILE,6X0UD1RYSHPA,20220331,N,,0.0,,23H,8.0,240,8.0,,,,,,,,,,,,,,,,,,,,
IR,AL0020000,MOBILE,8XD0HPZP CS4,20221029,N,,0.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020000,MOBILE,9G0CNJP67272,20220404,N,,0.0,,23H,20.0,240,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0020100,MOBILE,0FFR9-7KXP9,20220223,N,,0.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020100,MOBILE,0Q5K9N6W04HI,20221202,N,,0.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020100,MOBILE,9YAHVARV7XU8,20220801,N,,8.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020100,MOBILE,Z4JLD0ZX 4A,20220222,N,,0.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020100,MOBILE,ZO9C9PNEO9QD,20220928,N,,4.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020200,PRICHARD,HPA  TWI7KS0,20220224,N,,9.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,282J IO4L61C,20220316,N,,11.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,282J IO6L6XF,20220502,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,282J IOEL6ZL,20220614,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,282J IOYL61F,20220719,N,,19.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,282X4IOCL6IY,20220424,N,,0.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,H2F022IOY7R2,20221121,N,,22.0,,23H,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020400,CITRONELLE,TICCW9SA3H 0,20220221,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0020800,MOUNT VERNON,WYCG0VM3TD92,20221213,N,,8.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0021400,UNIV OF SOUTH ALABAMA,B-2EZN6SB1DF,20221109,N,,17.0,,23F,52.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0033200,DOC INVESTIGATIONS & INT,2P9T9JNM5CL0,20220121,N,,8.0,,23H,15.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0040000,AUTAUGA,SL0XNJVXGFT8,20220106,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050100,BAY MINETTE,OM5-9Q8W RNU,20220207,N,,9.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050300,FOLEY,5H0U72L60RZB,20220420,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050400,GULF SHORES,FOD9MN UWTSI,20220822,N,,13.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050400,GULF SHORES,JX1HYUHMS0G9,20220902,N,,15.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050700,SILVERHILL,4GAARMMC71FN,20220916,N,,16.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050800,DAPHNE,280X KYZL7SF,20220211,N,,19.0,,23H,21.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0050800,DAPHNE,6X0TDB0VSLPU,20220521,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0051300,SPANISH FORT,280J4IYZX6SC,20220505,N,,14.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0051300,SPANISH FORT,6X0IY1AVBCPA,20220226,N,,11.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0051300,SPANISH FORT,GQEI75TVFAEM,20221001,N,,14.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0051300,SPANISH FORT,XVFSDHB56FRT,20221110,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0080400,SNEAD,SEEHO17YDPC,20221210,N,,11.0,,23H,18.0,240,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0080400,SNEAD,XO676X JW2HV,20220926,N,,0.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0110100,ANNISTON,GH5KK1AX20G4,20221127,N,,18.0,,23F,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0110400,WEAVER,UW2XDBVTDVLF,20220120,N,,0.0,,23H,5.0,250,5.0,,,,,,,,,,,,,,,,,,,,
IR,AL0110800,JACKSONVILLE STATE UNIV,XOD7G9 4HTVL,20220918,N,,23.0,,23H,52.0,13C,52.0,,,,,,,,,,,,,,,,,,,,
IR,AL0120200,LANETT,7DFNQICED379,20220810,N,,17.0,,23H,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0120400,VALLEY,684IXGZ7ZR X,20220727,N,,19.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0120400,VALLEY,O226JXKOPX7C,20220726,N,,19.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0130000,CHEROKEE,OL465I0H58LL,20220823,N,,17.0,,23H,20.0,240,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0130000,CHEROKEE,RZ8FMQPJYB7S,20220125,N,,14.0,,23H,16.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140000,CHILTON,4N9WPFDVIGJO,20220210,N,,20.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140000,CHILTON,6DB0-MH0-AXG,20220626,N,,12.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140000,CHILTON,EB9PRVERPWBT,20221021,N,,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140000,CHILTON,K7EE4D4BRCPD,20220602,N,,18.0,,23H,46.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140000,CHILTON,M82UCCUI-C1N,20220505,N,,14.0,,23H,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0140100,CLANTON,8GBFA1VQ3BDD,20220512,N,,17.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140100,CLANTON,D7C8YPNJTHR,20220426,N,,12.0,,23H,2.0,250,2.0,,,,,,,,,,,,,,,,,,,,
IR,AL0140100,CLANTON,Z71HYU-V8F14,20220330,N,,23.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140100,CLANTON,ZY4WOW-E-P-0,20221009,N,,22.0,,23H,41.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0140300,JEMISON,I8EKBI75XXJ,20220928,N,,9.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0160100,JACKSON,Q-BW3F6L3OPS,20220824,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0190000,COFFEE,9F7YM0IO6BQ8,20221124,N,,17.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0190200,ENTERPRISE,2W2JPU727X8W,20220403,N,,11.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0190200,ENTERPRISE,CN2XIXRF6XD9,20220824,N,,19.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0190300,NEW BROCKTON,VS878YP4R7NF,20220905,N,,18.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0200000,COLBERT,G922XGGK69OL,20220831,N,,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0230100,ANDALUSIA,28FT7KNQL-52,20220227,N,,9.0,,23F,21.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0230100,ANDALUSIA,A-5TKL898ON4,20220624,N,,14.0,,23H,21.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0230100,ANDALUSIA,AUD59UI47X14,20220212,N,,15.0,,23F,5.0,240,5.0,,,,,,,,,,,,,,,,,,,,
IR,AL0230100,ANDALUSIA,AX85698I1AWG,20221230,N,,0.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0230100,ANDALUSIA,OD179NE429LA,20221018,N,,20.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0250000,CULLMAN,1A00W-H3NL12,20220225,N,,17.0,Y,23F,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0250000,CULLMAN,ILE9ALE5PFTE,20220810,N,,22.0,Y,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0250100,CULLMAN,2W3WQ55UP2M,20220728,N,,21.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0250100,CULLMAN,390285ZA-FP9,20220413,N,,16.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,0W0J4U858NJW,20220430,N,,23.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,0W0J4UX58CJX,20220428,N,,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,280X KYNLVSL,20220211,N,,1.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,4K0BR6IOIRQ-,20220524,N,,16.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,HV34TCU2FH W,20220104,N,,17.0,,23H,25.0,26F,58.0,,,,,,,,,,,,,,,,,,,,
IR,AL0260100,OZARK,O695 KLW46CT,20220728,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0260900,CLAYHATCHEE,DXDEM5MTDIA8,20220914,N,,17.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0270000,DALLAS,3I80W A7R2NZ,20220112,N,,4.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0270100,SELMA,HVFNN YFTLPJ,20220216,N,,3.0,,23H,51.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290000,ELMORE,0W0J4UX287JW,20220423,N,,10.0,,23H,50.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290000,ELMORE,1A00W-939F1K,20220430,N,,14.0,,23H,19.0,290,19.0,,,,,,,,,,,,,,,,,,,,
IR,AL0290000,ELMORE,SU692V0F63F0,20220810,N,,8.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290100,WETUMPKA,P16RAS5BKUZ0,20221111,N,,23.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290100,WETUMPKA,V108GE-ED0T2,20220707,N,,18.0,Y,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290600,MILLBROOK,AUFZ-RZTYBZU,20221201,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0290600,MILLBROOK,RR4X9X0W4C8Q,20220806,N,,12.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300100,ATMORE,5H0U72L6JRZO,20220329,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300100,ATMORE,-O398XPJUK -,20220806,N,,3.0,,23H,10.0,35A,10.0,35B,10.0,,,,,,,,,,,,,,,,,,
IR,AL0300100,ATMORE,T19A0J765LZ2,20221028,N,,13.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300200,BREWTON,3902WNJQ58P8,20220226,N,,14.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300200,BREWTON,DA91PQPV8X70,20220105,N,,9.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300200,BREWTON,E1FEPU33JEJI,20220107,N,,8.0,,23H,5.0,26B,5.0,,,,,,,,,,,,,,,,,,,,
IR,AL0300200,BREWTON,GGB5PQAUBOJO,20220125,N,,10.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0300200,BREWTON,LR1W60AQ-VHZ,20220803,N,,15.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0310100,ATTALLA,4K0ZL6SCIMQR,20220415,N,,14.0,,23H,14.0,26B,25.0,,,,,,,,,,,,,,,,,,,,
IR,AL0310100,ATTALLA,Y84J7CGDTC9P,20221108,N,,9.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0310200,GADSDEN,39008NHP57P8,20220428,N,,13.0,,23H,53.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0310500,RAINBOW CITY,3901Q-F39W19,20220329,N,,15.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0330300,RED BAY,-OD D8 U65T0,20221230,N,,8.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0370200,HEADLAND,A614YLYBDZL7,20220227,N,,19.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0A-J4072648D,20220428,N,,7.0,,23F,53.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0A-J4072LN R,20220131,N,,3.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0A-J4072Z2BI,20220213,N,,7.0,,23H,25.0,26B,25.0,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0A-J4072Z4XI,20220415,N,,4.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0WC35GZZCMDZ,20220828,N,,12.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,0Z0P4KLN7HQZ,20220526,N,,21.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,7-D4NPAKRX6A,20221123,N,,13.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,8W5FFF-NTQK0,20220723,N,,3.0,Y,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,9 4MQVQSQ3CT,20220705,N,,20.0,,23F,23.0,26F,58.0,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,DMEE3HS6 5Z0,20220601,N,,6.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,F9A E6ECCY4M,20220618,N,,16.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,GG81CPCP183,20220521,N,,12.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
