CARGO_THEFT_RECORD_TYPE,ORI,AGENCY_NAME,INCIDENT_NUMBER,INCIDENT_DATE,DATA_SOURCE,REPORT_DATE_INDICATOR,INCIDENT_HOUR,CLEARED_EXCEPTIONALLY_INDICATOR,UCR_OFFENSE_CODE_1,LOCATION_CODE_1,UCR_OFFENSE_CODE_2,LOCATION_CODE_2,UCR_OFFENSE_CODE_3,LOCATION_CODE_3,UCR_OFFENSE_CODE_4,LOCATION_CODE_4,UCR_OFFENSE_CODE_5,LOCATION_CODE_5,UCR_OFFENSE_CODE_6,LOCATION_CODE_6,UCR_OFFENSE_CODE_7,LOCATION_CODE_7,UCR_OFFENSE_CODE_8,LOCATION_CODE_8,UCR_OFFENSE_CODE_9,LOCATION_CODE_9,UCR_OFFENSE_CODE_10,LOCATION_CODE_10,WEAPON_TYPE_1,WEAPON_AUTOMATIC_INDICATOR_1,VICTIM_TYPE_1,STOLEN_PROPERTY_DESCRIPTION_1
IR,MO0940600,FARMINGTON,CT- -YZU728N,20221230,N,,19.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-B0MTU728N,20220907,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-B0OQU728N,20220823,N,,0.0,,23F,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-BAYZU728N,20220331,N,,14.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-BIMZU728N,20220523,N,,0.0,,23H,46.0,290,46.0,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-BKCSU728N,20220301,N,,8.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-BKETU728N,20220218,N,,13.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0942200,PARK HILLS,CT-BREBU728N,20220106,N,,0.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,28-H7HP2TD1A,20221112,N,,16.0,Y,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,28-H7UP2TD1A,20220926,N,,21.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,28-HPOZ2TD1A,20220219,N,,23.0,,23H,48.0,290,48.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,28-HWO72TD1A,20220723,N,,23.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,39-MFMQC6X I,20221112,N,,17.0,Y,23F,18.0,23G,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,39-MWVKC6X I,20220429,N,,21.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZKOCAG0W5,20220630,N,,17.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZTZCAG0W5,20220921,N,,23.0,,23F,18.0,240,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZXOSAG0W5,20221009,N,,19.0,,23H,38.0,290,38.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZXRZAG0W5,20221031,N,,18.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZXZCAG0W5,20221112,N,,16.0,Y,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,I-ZXZZAG0W5,20221109,N,,18.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,L6-4NLPVF39G,20220709,N,,11.0,,23F,50.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,L6-4ZBZVF39G,20221103,N,,19.0,,23F,50.0,290,50.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,NJ-U7UI41AEM,20220222,N,,20.0,,23F,13.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,NJ-U8PL41AEM,20221009,N,,18.0,,23H,38.0,290,38.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,NJ-U8U641AEM,20221112,N,,16.0,Y,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,NJ-U8UU41AEM,20221109,N,,9.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,NJ-U8ZJ41AEM,20221005,N,,11.0,,23H,18.0,240,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-N24JIQ-F3,20220610,N,,12.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-N2IKIQ-F3,20220723,N,,1.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-NK4 IQ-F3,20220923,N,,18.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-NKD IQ-F3,20221028,N,,21.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-NKNYIQ-F3,20221112,N,,16.0,Y,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-NT  IQ-F3,20221129,N,,16.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,OZ-NXWZIQ-F3,20220429,N,,21.0,,23F,18.0,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,PU-09P4WVSCT,20220712,N,,7.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,PU-09 WWVSCT,20220718,N,,5.0,Y,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,PU-0H0WWVSCT,20221112,N,,17.0,Y,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,PU-0K00WVSCT,20220919,N,,13.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WEU7HSCTD,20220328,N,,20.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WGN5HSCTD,20220724,N,,0.0,,23F,18.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WGZJHSCTD,20220707,N,,13.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-W JKHSCTD,20221125,N,,14.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-W N4HSCTD,20221220,N,,18.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WNJLHSCTD,20220504,N,,22.0,,23F,14.0,240,14.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WNMKHSCTD,20220430,N,,17.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,U7-WPWKHSCTD,20221112,N,,17.0,Y,23F,18.0,290,17.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,VS-IMVYWPU72,20220902,N,,5.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,VS-IX EWPU72,20220701,N,,21.0,,23F,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,ZL-J 1BB-F39,20220524,N,,18.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,ZL-JD1HB-F39,20221220,N,,22.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,ZL-JO5SB-F39,20220929,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,ZL-JO AB-F39,20221101,N,,16.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0950H00,MARYLAND HEIGHTS,ZL-JOJ4B-F39,20221112,N,,0.0,Y,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0951000,BRIDGETON,U7-W5Z7HSCTD,20220306,N,,2.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952300,EDMUNDSON,28-HPKH2TD1A,20220901,N,,6.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952300,EDMUNDSON,39-MQVHC6X I,20220504,N,,12.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952300,EDMUNDSON,I-ZL7LAG0W5,20220729,N,,0.0,,23F,14.0,290,14.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952300,EDMUNDSON,L6-4KHKVF39G,20220726,N,,0.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952300,EDMUNDSON,VS-IY4RWPU72,20220416,N,,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,28-H4482TD1A,20220909,N,,21.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,28-HPOK2TD1A,20220331,N,,16.0,,23F,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,28-HWOF2TD1A,20221209,N,,19.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,L6-4IJKVF39G,20220813,N,,18.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,L6-4NLYVF39G,20221118,N,,16.0,,23F,25.0,290,25.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,OZ-N2WZIQ-F3,20221012,N,,19.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,OZ-NJI IQ-F3,20220401,N,,0.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,PU-0A HWVSCT,20220610,N,,17.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,U7-W54YHSCTD,20220331,N,,22.0,,23F,8.0,290,8.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,VS-IJ4RWPU72,20220420,N,,17.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0952800,FERGUSON,ZL-J8JYB-F39,20221220,N,,5.0,,23F,13.0,240,20.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953200,GLENDALE,CT-BKAMU728N,20221119,N,,17.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGU7ZZY1A,20220126,N,,19.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUF JC1A,20220520,N,,23.0,,23F,5.0,290,5.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUFL971A,20220622,N,,21.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUFL9L1A,20220623,N,,2.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUFOIN1A,20220615,N,,19.0,,23F,4.0,290,4.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUHO6G1A,20221211,N,,14.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUHOSN1A,20221209,N,,14.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUHPUL1A,20221101,N,,9.0,,23H,53.0,26B,25.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUO 9Y1A,20220815,N,,1.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUON8G1A,20220815,N,,14.0,,23F,53.0,23H,53.0,240,53.0,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUOP6X1A,20220813,N,,7.0,,23H,18.0,240,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUOZ9C1A,20220729,N,,1.0,,23F,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUO ZN1A,20220819,N,,0.0,,23F,24.0,290,25.0,,,,,,,,,,,,,,,,,,,,
IR,MO0953800,HAZELWOOD,2W2JGUOZU61A,20220730,N,,16.0,,23F,13.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0954700,MANCHESTER,28-H4BO2TD1A,20220307,N,,18.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0954700,MANCHESTER,OZ-GBONIQ-F3,20221123,N,,15.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0954700,MANCHESTER,U7-WNIQHSCTD,20220307,N,,20.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BKBTU728N,20220506,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BKO3U728N,20220323,N,,15.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BKORU728N,20220327,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BSB5U728N,20221212,N,,10.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BSEZU728N,20221027,N,,11.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0955300,NORTHWOODS,CT-BSY5U728N,20221023,N,,17.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0956500,ST. ANN,28-HPB82TD1A,20220530,N,,14.0,,23H,9.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,28-M54F2TD1A,20220923,N,,12.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,28-M7-82TD1A,20220722,N,,22.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,28-MYHX2TD1A,20220814,N,,22.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,39-0W55C6X I,20221030,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,39-BWMSC6X I,20220624,N,,12.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,L6- KI6VF39G,20221008,N,,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,L6-W146VF39G,20220814,N,,23.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,L6-W1JEVF39G,20220806,N,,14.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,L6-W LYVF39G,20220823,N,,20.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,L6-WZOYVF39G,20220722,N,,6.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,NJ--P2641AEM,20220914,N,,0.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,NJ--PU741AEM,20220927,N,,9.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,NJ--ZZI41AEM,20220902,N,,11.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,NJ--ZZJ41AEM,20220902,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,PU-2KO0WVSCT,20221201,N,,13.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,U7-85I4HSCTD,20221006,N,,13.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,U7-AGJKHSCTD,20220101,N,,8.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-ND AWPU72,20220616,N,,8.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-NDGEWPU72,20220621,N,,10.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-NRARWPU72,20220730,N,,16.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-NRDKWPU72,20220729,N,,12.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-NRQ1WPU72,20220726,N,,15.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,VS-TMQEWPU72,20221202,N,,10.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,ZL-0 JBB-F39,20220623,N,,13.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,ZL-X 1LB-F39,20221104,N,,21.0,,23H,7.0,35A,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,ZL-XO AB-F39,20221222,N,,9.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957300,UNIVERSITY CITY,ZL-XW5JB-F39,20221014,N,,11.0,,23F,25.0,290,25.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,28-HQ2X2TD1A,20220613,N,,15.0,,23H,13.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,I-ZUD1AG0W5,20220603,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,I-ZU LAG0W5,20220609,N,,11.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,L6-45IKVF39G,20220527,N,,17.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,L6-4KIBVF39G,20220320,N,,12.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,PU-0W84WVSCT,20220329,N,,16.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,U7-WEU5HSCTD,20220618,N,,19.0,,23H,13.0,35A,13.0,520,13.0,,,,,,,,,,,,,,,11.0,,,
IR,MO0957700,VINITA PARK,U7-WEZYHSCTD,20220607,N,,18.0,,23F,13.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,U7-WGZ4HSCTD,20221118,N,,10.0,,23H,13.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,VS-ID IWPU72,20220816,N,,22.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0957700,VINITA PARK,ZL-JW YB-F39,20220628,N,,0.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO0970100,STE. GENEVIEVE,CT-10EPU728N,20220529,N,,22.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0970100,STE. GENEVIEVE,CT-11BPU728N,20220604,N,,12.0,,23F,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0970100,STE. GENEVIEVE,CT-1SEPU728N,20220518,N,,18.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0980100,MARSHALL,2W2JGU73871A,20220122,N,,19.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO0980100,MARSHALL,2W2JGU7N941A,20220427,N,,1.0,,23F,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,MO1030400,SHELBINA,CT-BRC5U728N,20220331,N,,18.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1030400,SHELBINA,CT-BRCRU728N,20220405,N,,20.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1030400,SHELBINA,CT-BRFMU728N,20220302,N,,0.0,,23H,11.0,23G,11.0,,,,,,,,,,,,,,,,,,,,
IR,MO1030400,SHELBINA,CT-BRFTU728N,20220214,N,,0.0,,23H,57.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1040000,STODDARD,MB2J I8ZUSC9,20220410,N,,15.0,,23F,11.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1070100,BRANSON,BV-JW07272TA,20221215,N,,0.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1070300,HOLLISTER,L6-4IJZVF39G,20220724,N,,22.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1070300,HOLLISTER,NJ-UOZI41AEM,20220717,N,,21.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1080000,TEXAS,-F-AYNFBOL6X,20220327,N,,12.0,,23H,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1100300,WARRENTON,VS-IYDSWMU72,20220421,N,,5.0,,23F,18.0,240,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO1110000,WASHINGTON,Z82X4IIZ-F39,20220222,N,,11.0,,23H,4.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1120100,PIEDMONT,CT-10EPU728N,20220617,N,,10.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1130100,MARSHFIELD,CT-BEOTU728N,20221031,N,,21.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1130100,MARSHFIELD,CT-BYV3U728N,20221207,N,,0.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1130200,SEYMOUR,CT-BAW5U728N,20220927,N,,22.0,,23F,18.0,23H,18.0,23G,18.0,,,,,,,,,,,,,,,,,,
IR,MO1140000,WORTH,CT-BRBZU728N,20221129,N,R,9.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1150100,HARTVILLE,CT-BRFZU728N,20220524,N,R,8.0,,23F,18.0,23C,18.0,,,,,,,,,,,,,,,,,,,,
IR,MO1150300,MOUNTAIN GROVE,39-MQ-SC-X I,20220210,N,,0.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,MO1150300,MOUNTAIN GROVE,VS-IYB1WTU72,20220823,N,,9.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,5620QVSGF3 I,20220220,N,,9.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,KT20PU7N841A,20220101,N,,5.0,,23H,45.0,290,45.0,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,Q26JXJL4XF3,20221125,N,,22.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,Q26JXNS6VF3,20221029,N,,10.0,,23H,23.0,23C,23.0,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,Q26JXYL4XF3,20221120,N,,18.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,Q26JXYLPUF3,20221120,N,,19.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,Q26JXZLZLF3,20221106,N,,23.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,YF2 KBBKSC9G,20221208,N,,16.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,YF2 KBBVQC9G,20221211,N,,8.0,,23F,4.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,YF2 KBCVSZ9G,20221219,N,,21.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MOKPD0000,KANSAS CITY,YF2 KBZT7Z9G,20221130,N,,5.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT01EOBV728N,20220628,N,,23.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT04-MEH728N,20220411,N,,0.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0BEWBV728N,20220302,N,,3.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0Q0YB9728N,20220930,N,,21.0,,23H,13.0,23G,13.0,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0QKCR-728N,20220905,N,,9.0,,23F,13.0,290,13.0,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0 RMMR728N,20220713,N,,9.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0 SBEQ728N,20220807,N,,20.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0V0W3D728N,20221128,N,,10.0,,23F,13.0,240,13.0,,,,,,,,,,,,,,,,,,,,
IR,MOSPD0000,ST. LOUIS,CT0V-OZD728N,20221112,N,,7.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MS0020100,CORINTH,Z82XWIOZKQ39,20221204,N,,20.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,MS0040100,KOSCIUSKO,Z82XWIOZUZ39,20221205,N,,15.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,MS0060000,BOLIVAR,CT0IKYPU728N,20220815,N,R,5.0,,23F,8.0,,,,,,,,,,,,,,,,,,,,,,
